stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,4.17,0,0,0,0.83
3dpf,13.79,0,12.64,0,1.15,0,0
5dpf,0,0,42.9,1.03,3.1,1.03,1.03
10dpf,10.04,1.26,42.67,0,1.26,0.63,0
