stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,10.32,0,0,0,0
14hpf,0,0,0,0,10.03,0,0,0,0
2dpf,0,0,0,0,0,0,0,1.67,0
3dpf,1.15,0,1.72,0,0.57,5.75,0,6.9,0
5dpf,1.55,1.55,1.55,0.52,0.52,43.41,0,38.76,2.58
10dpf,10.04,3.14,2.51,2.51,21.34,588,0.63,122.37,5.65
