stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,1.67,0,0.83,0
3dpf,22.99,0,0,1.15,0,0,0
5dpf,2.58,0.52,0,5.17,0.52,0.52,1.03
10dpf,20.71,0.63,0,1.26,0,0,0
