stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0,0,0.83,2.5
3dpf,2.3,0,0.57,0.57,0,0,6.32
5dpf,0,0.52,0,1.03,0.52,0.52,52.2
10dpf,2.51,0.63,0,0.63,1.26,0,3.77
