stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,4.17,0,21.69,0,0.83,0,0,0
5dpf,5.17,0.52,31.53,0,0,6.2,0.52,0.52
10dpf,0.63,0,32.63,0.63,1.88,10.67,0,0
