stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0.83,0.83,0
3dpf,13.79,0,0,0,0,0.57,0
5dpf,1.03,0,0.52,0,0.52,0,2.07
10dpf,89.11,0.63,0.63,0.63,0,1.26,1.26
