stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,72.26,0,20.65,0,10.32,0,0,0,10.32,10.32
12hpf,57.83,1.93,5.78,9.64,23.13,9.64,0,13.49,154.22,65.54
14hpf,60.19,3.34,16.72,16.72,26.75,16.72,0,10.03,40.13,70.22
16hpf,135.35,10.25,53.32,10.25,79.98,38.97,14.36,4.1,110.74,94.34
19hpf,144.49,0,15.32,6.57,30.65,10.95,13.14,0,17.51,111.65
24hpf,241,4,128,16,55,43,45,1,150,81
2dpf,380.34,29.19,81.74,97.59,186.83,341.97,98.42,7.51,165.15,289.42
3dpf,1711.29,79.88,43.1,56.89,22.41,352.83,14.94,0,40.8,135.04
5dpf,209.83,73.91,157.12,194.84,53.75,520.45,52.72,20.67,134.89,584.53
10dpf,708.48,117.98,120.49,117.35,45.81,598.67,32.63,1.26,103.54,124.88
