stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,10.32,0,0,0,20.65,0
12hpf,177.35,3.86,3.86,1.93,55.9,9.64,0,9.64,69.4,63.62
14hpf,247.45,3.34,6.69,23.41,70.22,50.16,6.69,0,83.6,46.81
16hpf,391.71,6.15,18.46,30.76,166.12,73.83,10.25,12.3,221.49,139.46
19hpf,188.27,0,2.19,2.19,17.51,2.19,0,2.19,8.76,15.32
24hpf,387,9,11,12,115,61,8,3,127,62
2dpf,568.01,9.17,21.69,66.73,258.56,454.57,39.2,8.34,160.14,193.51
3dpf,1269.97,13.22,6.32,20.11,28.73,354.56,12.64,0,37.35,75.28
5dpf,142.13,15.5,46,55.82,35.14,383.49,25.84,10.85,81.14,285.81
10dpf,406.01,11.92,33.89,28.87,15.69,249.76,15.06,0,39.53,42.67
