stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,92.91,0,0
12hpf,0,0,0,0,1.93,0,0,171.57,3.86,0
14hpf,46.81,3.34,0,0,6.69,0,0,83.6,60.19,6.69
16hpf,49.22,2.05,0,0,10.25,2.05,0,110.74,92.29,0
19hpf,280.22,0,0,0,2.19,2.19,4.38,26.27,10.95,2.19
24hpf,118,0,2,1,61,19,1,30,155,13
2dpf,110.1,1.67,2.5,4.17,79.24,210.19,2.5,5,69.23,7.51
3dpf,365.47,1.72,1.15,0,9.19,251.69,12.07,0,17.24,0.57
5dpf,100.26,0,3.1,2.07,6.72,167.45,6.2,2.07,22.74,8.79
10dpf,222.77,1.26,1.26,0.63,14.43,81.58,0.63,0,10.04,2.51
