stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
14hpf,0,0,0,0,0,0,3.34
2dpf,3.34,0,0.83,5,5.84,2.5,0
3dpf,45.4,0,1.72,3.45,0,4.02,0.57
5dpf,0,0.52,8.27,4.65,0.52,2.07,0
10dpf,4.39,0.63,8.79,3.14,1.88,3.77,0
