stage,central_nervous_system,mesenchyme,neural_crest,periderm
2dpf,0,0,3.34,0.83
3dpf,1.15,0.57,0,1.72
5dpf,10.85,0.52,0.52,2.07
10dpf,2.51,1.26,0.63,0
