stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,4.17,0,0,0,0,3.34
3dpf,1.72,0,0,1.15,0,0
5dpf,1.55,0.52,0.52,2.58,0.52,1.55
10dpf,1.26,1.26,0,2.51,0,0
