stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
16hpf,0,0,0,0,6.15,0
2dpf,0,5,4.17,4.17,4.17,0
3dpf,4.02,0.57,6.32,8.05,1.72,0
5dpf,0.52,2.07,0.52,17.57,4.13,0.52
10dpf,0,3.14,0.63,4.39,1.26,0
