stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,0,0,3.34,0,0,0,0
16hpf,0,0,4.1,0,0,0,0
24hpf,2,0,0,0,0,0,0
2dpf,11.68,1.67,4.17,1.67,0.83,0.83,0
3dpf,67.81,0.57,4.6,0.57,0.57,0,0
5dpf,34.11,0,3.1,6.2,0.52,0,3.62
10dpf,38.91,0.63,6.28,1.26,1.26,0.63,0
