stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,1.67,0
3dpf,2.87,0.57,0.57,0,0,0.57
5dpf,0.52,5.69,0,2.07,0,1.03
10dpf,5.65,3.14,0.63,0,0,0
