stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.83,0.83,0
3dpf,42.52,0,0.57,1.15,0,0,0.57
5dpf,3.1,0.52,2.07,2.58,0,0,0.52
10dpf,5.65,0,0,0.63,0,0,0
