stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,154.84,0,0,0,72.26,0,0,0,123.88,72.26
12hpf,291.09,30.84,3.86,19.28,82.89,19.28,0,7.71,179.28,73.25
14hpf,244.1,0,16.72,20.06,26.75,10.03,0,3.34,103.66,23.41
16hpf,242,8.2,6.15,6.15,53.32,30.76,8.2,2.05,94.34,49.22
19hpf,523.22,2.19,0,2.19,17.51,8.76,0,4.38,4.38,37.22
24hpf,385,6,37,4,51,31,8,1,30,37
2dpf,408.7,4.17,18.35,44.21,204.35,275.25,36.7,3.34,93.42,115.94
3dpf,1346.39,11.49,26.43,19.54,23.56,303.99,16.09,0,20.11,52.29
5dpf,153.5,16.02,74.42,52.72,29.98,382.45,24.81,17.57,52.2,201.05
10dpf,549.09,15.06,75.3,21.96,10.04,225.28,9.41,0,24.47,55.85
