stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
19hpf,0,2.19,0,0,0,0
24hpf,1,23,0,0,0,0
2dpf,0.83,6.67,0,0.83,2.5,0
3dpf,1.72,12.64,0,0.57,9.19,0
5dpf,0.52,62.02,1.55,2.07,13.95,3.62
10dpf,1.26,62.13,2.51,0,13.81,1.26
