stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,30.97
12hpf,0,0,0,0,1.93,0,0,0,0,36.63
14hpf,0,0,0,0,0,0,0,0,0,36.78
16hpf,0,0,0,0,0,0,0,0,0,28.71
19hpf,0,0,0,0,0,0,0,0,0,13.14
24hpf,0,0,0,0,0,0,0,0,0,15
2dpf,10.84,0.83,0.83,0,1.67,0.83,1.67,0,0.83,5.84
3dpf,9.19,3.45,0.57,0,0,1.15,0,0,0,14.94
5dpf,3.1,1.03,0.52,0.52,0.52,3.1,0,0.52,0,42.38
10dpf,5.02,3.77,0,1.26,0,0,0,0,0,16.94
