stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
16hpf,0,0,0,0,2.05
24hpf,1,0,0,0,0
2dpf,1.67,0,0,0,0
3dpf,47.7,0,1.72,8.62,1.72
5dpf,0,0.52,7.24,2.07,1.03
10dpf,10.04,0,6.28,2.51,0
