stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,1.67
3dpf,1.15,0,0,1.15,0,0
5dpf,1.03,0.52,0.52,0.52,0.52,16.54
10dpf,1.26,0,0,0.63,0,2.51
