stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
16hpf,0,0,0,2.05
19hpf,0,0,0,4.38
24hpf,0,0,0,5
2dpf,2.5,0.83,0.83,5.84
3dpf,2.87,13.79,0,4.02
5dpf,1.55,7.24,0,5.17
10dpf,3.14,1.26,0,0.63
