stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,2.05,0,0,0,0,0,0,0
2dpf,42.54,0,0,5.84,0,0,0,0
3dpf,8.62,0,0,2.87,4.02,0.57,0,2.87
5dpf,6.72,0,2.07,1.55,1.55,0.52,0.52,4.65
10dpf,3.14,0.63,10.67,1.88,0.63,0,0,1.26
