stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,4,0,0,0,0,0,0,0
2dpf,13.35,0.83,0,8.34,27.52,0,0.83,1.67
3dpf,93.67,0.57,0,0.57,45.97,0,0,0
5dpf,6.72,0,0.52,0,37.21,0.52,1.55,0.52
10dpf,7.53,0,0,0,16.32,0,0,1.26
