stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,11.68,0,5,0,0.83,1.67
3dpf,23.56,0,3.45,0,1.15,0
5dpf,0,0,2.07,1.55,0,1.03
10dpf,7.53,0.63,0.63,0,0,0
