stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,1.67,0
3dpf,0.57,0,21.26,0,0
5dpf,0,1.03,24.29,1.03,0.52
10dpf,0,0,5.02,1.26,0
