stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
24hpf,0,0,0,1,0,0
2dpf,0,0,0,0,0.83,0.83
3dpf,2.3,0,0,0,1.15,0
5dpf,0.52,0.52,0.52,0.52,1.03,3.1
10dpf,4.39,0.63,0.63,0,5.02,3.14
