stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
14hpf,0,0,0,0,3.34
2dpf,4.17,2.5,2.5,0,17.52
3dpf,23.56,0,1.15,0,3.45
5dpf,7.24,0.52,4.65,1.03,8.79
10dpf,10.04,0,0.63,1.88,0
