stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,2,0,0,0,0,0,0
2dpf,18.35,0,0,0,0,2.5,0
3dpf,58.61,0.57,0,0,0,0,1.15
5dpf,7.24,0,0.52,0.52,0.52,0,3.1
10dpf,11.92,0,0,0,0,0,2.51
