stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1610.38,51.61,20.65,0,299.37,41.29,0,144.52,588.41,732.93
12hpf,2083.9,71.33,23.13,75.18,653.51,140.73,7.71,298.8,1004.36,693.99
14hpf,1330.86,33.44,110.35,127.07,391.23,214.01,33.44,117.04,628.65,1130.23
16hpf,990.55,82.03,125.1,123.05,465.54,159.96,34.86,176.37,451.18,1101.29
19hpf,1646.27,17.51,37.22,98.51,306.49,129.16,59.11,78.81,183.89,1473.32
24hpf,912,9,111,93,331,179,89,33,282,479
2dpf,798.21,25.02,72.56,112.6,472.09,1084.3,117.6,72.56,315.28,688.95
3dpf,1946.32,92.52,45.97,63.21,75.85,1248.13,32.18,0.57,90.22,240.2
5dpf,249.63,82.18,114.22,160.22,70.29,792.3,56.85,62.02,156.6,745.78
10dpf,536.54,135.55,106.68,114.21,46.44,542.19,32.63,1.26,89.11,193.28
