stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,5.84,0,0,0.83,0,0.83,0,0
3dpf,13.79,0,0.57,0.57,0,0,0.57,0
5dpf,0,0.52,1.55,0.52,0,0,0.52,1.03
10dpf,15.69,1.88,0,1.26,0.63,0,0.63,0
