stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,20.65,0,0,0,10.32,0,0,0,20.65,10.32
12hpf,67.47,9.64,3.86,0,13.49,3.86,0,1.93,30.84,21.21
14hpf,30.09,0,3.34,6.69,3.34,3.34,0,0,3.34,3.34
16hpf,41.02,4.1,0,0,12.3,6.15,0,8.2,16.41,10.25
19hpf,39.41,0,0,2.19,6.57,0,0,0,0,0
24hpf,65,2,0,1,17,10,1,0,7,8
2dpf,156.81,3.34,10.84,21.69,85.91,130.12,21.69,3.34,40.04,35.03
3dpf,606.25,13.22,10.92,14.37,14.37,248.82,8.62,0,17.81,31.03
5dpf,70.81,3.1,19.12,25.32,18.09,165.9,11.89,5.69,34.63,79.07
10dpf,168.18,9.41,32.63,18.2,9.41,111.7,5.65,0,6.9,19.45
