stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,1.67,0,0,1.67,0,0,0,2.5
3dpf,4.02,0,0,2.87,0,0,0.57,1.15
5dpf,1.03,1.55,1.03,8.27,0.52,0.52,1.03,8.79
10dpf,6.28,1.26,0,3.14,0,0,0,5.65
