stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
3dpf,8.05,0,0,1.15,0,0,0
5dpf,1.55,0,0,1.03,0,0,0.52
10dpf,44.55,0.63,1.26,13.18,0.63,0.63,0
