stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0.83,0,0.83
3dpf,6.9,0.57,0.57,0,1.15
5dpf,1.55,0,0.52,0,0.52
10dpf,7.53,0,0,0.63,1.88
