stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,5,1.67,0,2.5,1.67,0,0,1.67,0
3dpf,6.9,13.79,0,0.57,1.72,0,0,0,0
5dpf,1.55,12.4,1.03,0.52,6.2,0.52,0.52,0,5.17
10dpf,1.26,48.95,1.26,0,1.26,0,0,0.63,0
