stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,5.84,2.5,0.83,3.34,0.83,0.83,0,3.34
3dpf,12.64,0.57,0.57,2.3,0,0,0.57,1.72
5dpf,2.07,0.52,0,1.03,0.52,0,0.52,1.55
10dpf,1.26,0.63,0,1.88,0,0,0,0
