stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3169.14,92.91,30.97,0,526.47,51.61,0,72.26,1197.46,1032.29
12hpf,3169.22,94.46,17.35,71.33,734.47,113.74,5.78,86.75,1227.98,813.51
14hpf,2136.73,36.78,120.38,110.35,454.77,133.75,26.75,30.09,732.31,571.8
16hpf,1581.18,49.22,79.98,63.58,416.32,155.86,41.02,18.46,535.26,483.99
19hpf,1541.19,17.51,6.57,26.27,137.92,59.11,24.08,6.57,105.08,199.22
24hpf,1079,15,51,34,201,72,13,0,143,100
2dpf,642.24,17.52,37.53,92.58,304.44,479.59,66.73,10.84,168.48,213.52
3dpf,1718.19,22.41,29.88,47.12,43.67,510.28,13.79,0,40.23,86.77
5dpf,222.24,25.32,100.78,118.87,53.75,570.06,35.14,32.04,127.14,422.77
10dpf,640.71,28.24,99.78,93.5,42.04,449.94,33.89,2.51,79.07,106.05
