stage,central_nervous_system,mesenchyme,neural_crest,periderm
2dpf,0,0,0,1.67
3dpf,0,1.15,0,0.57
5dpf,0,2.58,0.52,9.3
10dpf,0.63,1.26,1.26,0.63
