stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,103.23,0,0,0,20.65,0,0,0,10.32,20.65
12hpf,100.24,0,3.86,1.93,19.28,5.78,0,5.78,15.42,26.99
14hpf,56.85,0,3.34,3.34,10.03,0,3.34,0,3.34,10.03
16hpf,55.37,2.05,0,6.15,18.46,4.1,0,0,26.66,14.36
19hpf,129.16,0,0,0,8.76,0,0,0,6.57,2.19
24hpf,104,0,1,3,25,8,2,1,10,3
2dpf,239.38,4.17,12.51,28.36,116.77,213.52,20.85,1.67,63.39,60.05
3dpf,699.92,7.47,8.05,13.22,19.54,212.62,5.75,0,15.52,21.84
5dpf,61.5,8.79,21.71,51.17,21.71,229.47,20.16,9.82,37.21,110.6
10dpf,224.66,5.02,18.83,25.73,5.02,154.37,9.41,0,18.2,17.57
