stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,0,12.51
3dpf,0,0,0,0.57,0,4.6
5dpf,0,0,0.52,0,0.52,30.49
10dpf,0.63,0.63,0.63,0,0,5.65
