stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.5,8.34,0,1.67,1.67,0.83,0,0.83
3dpf,1.72,0,0,0,1.15,0,0,0
5dpf,0,51.68,0.52,0,3.1,0,0,0
10dpf,0.63,8.79,0.63,0,0,0,0.63,0
