stage,central_nervous_system,mesenchyme,neural_crest,periderm
2dpf,1.67,1.67,13.35,0
3dpf,0.57,0,0,0
5dpf,1.55,2.07,1.55,0.52
10dpf,5.02,0.63,10.04,0
