stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.67,0,0.83,0.83,0.83,1.67,0,0
3dpf,9.19,0,16.66,0,1.72,0,0,0
5dpf,2.07,0.52,7.24,0.52,4.65,0,1.55,2.07
10dpf,6.9,0.63,35.14,0,2.51,0,0.63,0.63
