stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,72.26,0,0,0,0,0,0,30.97,0,10.32
12hpf,9.64,0,0,1.93,0,0,0,0,0,1.93
14hpf,113.69,0,3.34,6.69,10.03,3.34,0,3.34,3.34,40.13
16hpf,59.47,2.05,10.25,16.41,0,8.2,4.1,0,10.25,2.05
19hpf,405,0,0,8.76,4.38,0,4.38,2.19,2.19,4.38
24hpf,237,0,7,18,9,12,1,0,8,12
2dpf,393.68,3.34,21.69,95.92,70.9,177.66,29.19,2.5,69.23,92.58
3dpf,936.1,6.9,18.96,51.72,12.07,168.37,10.34,0,22.41,43.67
5dpf,79.59,6.2,54.78,129.72,15.5,150.91,22.22,5.69,47.03,195.36
10dpf,207.09,12.55,38.28,55.85,2.51,57.11,7.53,0,13.81,44.55
