stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
16hpf,0,4.1,0,0,0,0,0
24hpf,0,1,0,0,0,0,0
2dpf,0,0.83,0,10.01,0,0,0
3dpf,1.72,0,0.57,18.96,0.57,0,0
5dpf,1.03,0,0.52,23.26,0,0,0.52
10dpf,0,0,0,20.08,1.26,0.63,0
