stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.5,0,7.51,0.83,0.83,2.5,0.83,8.34
3dpf,3.45,0,11.49,0.57,1.15,0,0,0.57
5dpf,1.03,1.03,28.43,0,2.58,6.72,1.03,4.13
10dpf,1.26,0,15.06,0.63,2.51,0,0,3.14
