stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
24hpf,0,0,1,0,0,0
2dpf,10.84,0.83,0.83,3.34,1.67,0.83
3dpf,4.02,0,0,0,0,0
5dpf,0.52,0.52,0,1.55,1.55,1.03
10dpf,1.26,0,0,0,0,0
