stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.67,1.67,0,1.67,0,0,2.5,0
3dpf,5.17,0,0,0.57,1.15,0,0,1.15
5dpf,0,0,0.52,0.52,2.07,0.52,0,0
10dpf,3.14,0,0.63,0,0.63,0,0,0
