stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,7.47,0,0.57,0,0
5dpf,0.52,1.03,0.52,0.52,0.52
10dpf,2.51,0,0,0,0
