stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,0,0,0,0,0,13.14,0,0,0
24hpf,3,0,0,1,0,38,0,0,1
2dpf,9.17,1.67,0.83,1.67,6.67,147.63,0,2.5,10.01
3dpf,5.17,0.57,0.57,0,0.57,0.57,0,0,0
5dpf,0,2.07,0,0,2.07,19.64,0.52,1.03,1.55
10dpf,2.51,1.26,0,0,0.63,18.2,0,0,0
