stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,0,7.51
3dpf,1.72,0,0,0.57,0,20.69
5dpf,1.03,0,0.52,6.72,0,119.39
10dpf,0.63,1.26,0,0,0.63,38.91
