stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.5,0,0,1.67,1.67,0,0,0
3dpf,8.62,0,1.15,0,2.87,0.57,0,0.57
5dpf,0.52,5.69,2.07,0,2.58,0.52,1.03,4.13
10dpf,12.55,8.16,1.88,0,1.26,0,1.26,2.51
