stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,periderm
24hpf,1,0,0,0,0,0
2dpf,16.68,0,2.5,0,0,0.83
3dpf,6.9,0,1.72,2.3,0,0.57
5dpf,6.72,0,0,1.03,0.52,1.03
10dpf,2.51,0.63,1.88,0.63,0,0.63
