stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.83,0,0,0
3dpf,1.15,0,0,0,0,0
5dpf,2.07,0,0,7.24,1.55,0.52
10dpf,8.79,0.63,0,0,1.26,0
