stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,10.32,0,0,0,0,0,0,61.94
12hpf,3.86,0,7.71,1.93,0,0,0,3.86,0,69.4
14hpf,0,0,3.34,3.34,3.34,0,0,3.34,3.34,117.04
16hpf,18.46,18.46,2.05,6.15,12.3,4.1,2.05,22.56,6.15,157.91
19hpf,19.7,0,0,0,2.19,0,0,6.57,0,94.13
24hpf,32,0,37,6,49,16,10,4,16,69
2dpf,187.67,5,16.68,30.03,175.16,279.42,21.69,4.17,60.89,87.58
3dpf,301.69,13.79,5.75,6.32,7.47,95.97,2.3,0,6.9,21.26
5dpf,29.46,8.27,14.99,19.64,7.24,47.03,6.2,2.58,10.85,46.51
10dpf,54.6,37.02,14.43,15.69,5.65,40.16,3.77,0,5.65,28.87
