stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
12hpf,0,0,0,0,1.93,0,0,0,0
16hpf,0,0,0,2.05,0,0,0,0,0
2dpf,5.84,0,1.67,10.84,15.85,0,0.83,3.34,0.83
3dpf,3.45,0,1.72,0,12.64,0,0,1.15,0.57
5dpf,1.03,0.52,10.34,1.55,40.31,0.52,1.03,8.27,3.1
10dpf,3.14,0,6.28,0,21.96,1.26,0,1.26,0
