stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,5
2dpf,1.67,0,0.83,0,0.83,20.02,46.71
3dpf,1.72,0,0.57,1.72,0,7.47,29.31
5dpf,3.62,0,0,1.55,0,4.65,100.26
10dpf,0.63,0.63,0,1.88,0,1.88,14.43
