stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,2.3,0,0,0.57,0,0,0.57
5dpf,0,0,9.82,0.52,0,0.52,2.07
10dpf,1.88,0.63,17.57,0,0.63,1.26,3.14
