stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0.83,0,0.83,49.21
3dpf,1.72,0.57,0,1.15,0,0,14.37
5dpf,0.52,0.52,0.52,2.07,0.52,1.03,92
10dpf,2.51,0,0,1.26,0,0,22.59
