stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,3.34,0.83,1.67,0.83,0.83,0.83
3dpf,0.57,0,0,0.57,0,0
5dpf,1.55,0,0.52,2.58,0,2.58
10dpf,0.63,0,0,3.77,0,1.26
