stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,10.32,0,0,0,0,0,0,0,0
12hpf,1.93,53.98,0,1.93,1.93,0,0,0,1.93,11.57
14hpf,0,43.47,23.41,10.03,36.78,0,0,3.34,0,26.75
16hpf,2.05,57.42,28.71,26.66,14.36,0,0,0,34.86,145.61
19hpf,8.76,17.51,0,10.95,6.57,0,0,0,6.57,162
24hpf,25,59,1,8,22,3,0,0,275,21
2dpf,114.27,28.36,2.5,40.87,130.12,183.5,6.67,18.35,143.46,70.9
3dpf,532.12,5.75,1.72,31.61,47.7,239.63,13.22,0.57,59.19,60.34
5dpf,59.44,15.5,9.3,146.78,34.63,340.07,47.55,7.24,87.34,365.91
10dpf,217.75,6.9,4.39,57.73,8.16,109.19,16.94,0,14.43,44.55
