stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,5.84,0,1.67,6.67,0.83,4.17
3dpf,75.28,0,1.15,12.64,0,0
5dpf,6.2,0.52,1.03,7.24,1.03,1.03
10dpf,19.45,0,0,3.14,0.63,0.63
