stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0.83,0,0,0,0
3dpf,25.28,0,0,0,0,0
5dpf,1.55,1.55,0,2.07,1.03,1.03
10dpf,73.42,0,0.63,3.14,0,0
